Year of Death,Locality,Locality Name,Drug Class,Death Count,Death Rate
2017,51750,Radford,Rx N SS Methadone,0,0
2016,51107,Loudoun,S Opioids No Methadone,16,4.15
2015,51119,Middlesex,All Drugs,*,*
2015,51620,Franklin City,Heroin,0,0
2015,51031,Campbell,Methadone,0,0
2017,51810,Virginia Beach,N SS Opioids,19,4.22
2017,51005,Alleghany,All Drugs,*,*
2016,51127,New Kent,Methadone,0,0
2015,51093,Isle of Wight,S Opioids No Methadone,0,0
2018,51091,Highland,N SS Opioids,0,0
2015,51600,Fairfax City,N SS S Opioids,*,*
2016,51735,Poquoson,Methadone,*,*
2018,51810,Virginia Beach,Rx N SS Methadone,14,3.11
2015,51700,Newport News,All Drugs,22,12.06
2015,51640,Galax,S Opioids No Methadone,0,0
2016,51061,Fauquier,N SS Opioids,8,11.58
2017,51107,Loudoun,Heroin,10,2.50
2018,51021,Bland,Heroin,0,0
2015,51137,Orange,Any Opioids,7,19.78
2018,51101,King William,Methadone,0,0
2018,51009,Amherst,Heroin,0,0
2015,51570,Colonial Heights,Heroin,*,*
2015,51121,Montgomery,Methadone,0,0
2017,51790,Staunton,S Opioids No Methadone,*,*
2016,51740,Portsmouth,Any Opioids,25,26.25
2017,51077,Grayson,Methadone,0,0
2015,51069,Frederick,S Opioids No Methadone,5,6.01
2017,51590,Danville,All Drugs,5,12.16
2016,51065,Fluvanna,Methadone,0,0
2018,51680,Lynchburg,Heroin,*,*
2018,51530,Buena Vista City,Any Opioids,0,0
2017,51550,Chesapeake,Heroin,16,6.66
2016,51700,Newport News,S Opioids No Methadone,16,8.80
2017,51600,Fairfax City,All Drugs,6,24.90
2016,51163,Rockbridge,Any Opioids,*,*
2017,51019,Bedford,S Opioids No Methadone,8,10.26
2018,51081,Greensville,N SS Opioids,*,*
2017,51700,Newport News,N SS S Opioids,22,12.26
2017,51051,Dickenson,Any Opioids,*,*
2017,51061,Fauquier,N SS S Opioids,16,23.03
2017,51027,Buchanan,Heroin,0,0
2017,51133,Northumberland,Heroin,*,*
2017,51031,Campbell,Any Opioids,*,*
2018,51775,Salem,N SS S Opioids,5,19.50
2016,51199,York,Any Opioids,5,7.36
2018,51171,Shenandoah,Rx N SS Methadone,*,*
2018,51730,Petersburg,Any Opioids,9,28.51
2016,51680,Lynchburg,All Drugs,8,9.97
2015,51510,Alexandria,Heroin,*,*
2017,51089,Henry,Heroin,*,*
2017,51081,Greensville,Methadone,0,0
2017,51029,Buckingham,Heroin,0,0
2017,51195,Wise,S Opioids No Methadone,8,20.73
2018,51139,Page,N SS S Opioids,*,*
2015,51013,Arlington,N SS Opioids,9,3.93
2015,51019,Bedford,Methadone,*,*
2016,51081,Greensville,N SS S Opioids,0,0
2016,51027,Buchanan,S Opioids No Methadone,0,0
2017,51081,Greensville,S Opioids No Methadone,0,0
2016,51045,Craig,Methadone,0,0
2018,51057,Essex,Rx N SS Methadone,0,0
2015,51179,Stafford,Methadone,*,*
2015,51111,Lunenburg,Heroin,*,*
2016,51161,Roanoke County,N SS Opioids,*,*
2016,51790,Staunton,N SS Opioids,0,0
2017,51041,Chesterfield,Rx N SS Methadone,16,4.66
2018,51037,Charlotte,N SS S Opioids,*,*
2017,51043,Clarke,Any Opioids,*,*
2016,51191,Washington,Methadone,0,0
2017,51640,Galax,All Drugs,*,*
2016,51800,Suffolk,N SS Opioids,*,*
2016,51097,King and Queen,N SS Opioids,0,0
2018,51187,Warren,N SS S Opioids,7,17.50
2017,51043,Clarke,Heroin,*,*
2016,51049,Cumberland,N SS Opioids,0,0
2016,51163,Rockbridge,N SS S Opioids,*,*
2018,51530,Buena Vista City,N SS S Opioids,0,0
2017,51051,Dickenson,N SS S Opioids,*,*
2016,51051,Dickenson,S Opioids No Methadone,*,*
2017,51057,Essex,N SS S Opioids,0,0
2017,51163,Rockbridge,S Opioids No Methadone,*,*
2015,51003,Albemarle,Rx N SS Methadone,*,*
2017,51139,Page,Rx N SS Methadone,*,*
2017,51700,Newport News,Any Opioids,26,14.49
2016,51820,Waynesboro,Heroin,*,*
2017,51075,Goochland,Rx N SS Methadone,0,0
2016,51185,Tazewell,Rx N SS Methadone,*,*
2017,51135,Nottoway,All Drugs,0,0
2018,51127,New Kent,N SS S Opioids,*,*
2017,51570,Colonial Heights,N SS Opioids,*,*
2016,51087,Henrico,Any Opioids,53,16.23
2018,51101,King William,S Opioids No Methadone,*,*
2018,51730,Petersburg,N SS S Opioids,9,28.51
2018,51137,Orange,N SS Opioids,5,13.64
2016,51085,Hanover,Rx N SS Methadone,*,*
2017,51035,Carroll,Methadone,0,0
2015,51036,Charles City,Rx N SS Methadone,0,0
2016,51678,Lexington,Methadone,0,0
2017,51683,Manassas City,All Drugs,9,21.69
2016,51177,Spotsylvania,Methadone,*,*
2017,51610,Falls Church,Heroin,*,*
2015,51175,Southampton,Methadone,0,0
2015,51161,Roanoke County,Any Opioids,6,6.36
2016,51103,Lancaster,Any Opioids,*,*
2016,51770,Roanoke City,Methadone,*,*
2016,51185,Tazewell,Heroin,0,0
2018,51143,Pittsylvania,S Opioids No Methadone,6,9.84
2016,51085,Hanover,Heroin,6,5.75
2016,51075,Goochland,All Drugs,*,*
2017,51540,Charlottesville,N SS Opioids,0,0
2018,51073,Gloucester,Any Opioids,7,18.73
2017,51153,Prince William,N SS Opioids,13,2.81
2017,51720,Norton,N SS Opioids,0,0
2018,51159,Richmond County,All Drugs,*,*
2016,51685,Manassas Park,N SS Opioids,0,0
2017,51017,Bath,N SS Opioids,0,0
2018,51590,Danville,Any Opioids,*,*
2015,51143,Pittsylvania,N SS Opioids,*,*
2015,51775,Salem,Heroin,*,*
2016,51007,Amelia,All Drugs,*,*
2017,51087,Henrico,Heroin,38,11.59
2015,51820,Waynesboro,All Drugs,5,23.27
2018,51683,Manassas City,Rx N SS Methadone,*,*
2017,51550,Chesapeake,Methadone,0,0
2018,51047,Culpeper,Methadone,*,*
2016,51183,Sussex,S Opioids No Methadone,*,*
2018,51029,Buckingham,N SS Opioids,0,0
2017,51141,Patrick,S Opioids No Methadone,0,0
2016,51053,Dinwiddie,Any Opioids,0,0
2015,51119,Middlesex,Any Opioids,*,*
2017,51520,Bristol,N SS Opioids,0,0
2015,51830,Williamsburg,Heroin,0,0
2016,51680,Lynchburg,N SS S Opioids,*,*
2017,51680,Lynchburg,S Opioids No Methadone,*,*
2017,51087,Henrico,Rx N SS Methadone,11,3.35
2015,51059,Fairfax,All Drugs,84,7.35
2017,51109,Louisa,N SS Opioids,*,*
2015,51775,Salem,Rx N SS Methadone,*,*
2015,51101,King William,N SS Opioids,*,*
2017,51185,Tazewell,Any Opioids,9,21.90
2017,51085,Hanover,Any Opioids,21,19.82
2017,51071,Giles,S Opioids No Methadone,*,*
2018,51155,Pulaski,Any Opioids,6,17.61
2016,51540,Charlottesville,Heroin,*,*
2018,51840,Winchester,N SS Opioids,0,0
2015,51800,Suffolk,Methadone,0,0
2016,51167,Russell,S Opioids No Methadone,*,*
2017,51083,Halifax,N SS S Opioids,*,*
2015,51161,Roanoke County,N SS S Opioids,*,*
2015,51147,Prince Edward,All Drugs,*,*
2017,51630,Fredericksburg,Heroin,*,*
2015,51145,Powhatan,Heroin,0,0
2016,51015,Augusta,S Opioids No Methadone,0,0
2015,51670,Hopewell,N SS S Opioids,0,0
2018,51065,Fluvanna,N SS Opioids,*,*
2018,51083,Halifax,N SS S Opioids,5,14.65
2017,51065,Fluvanna,N SS Opioids,*,*
2015,51179,Stafford,S Opioids No Methadone,*,*
2016,51165,Rockingham,Methadone,0,0
2015,51067,Franklin County,Methadone,0,0
2016,51077,Grayson,N SS Opioids,0,0
2015,51750,Radford,All Drugs,0,0
2018,51630,Fredericksburg,Heroin,5,17.16
2016,51043,Clarke,Rx N SS Methadone,0,0
2017,51147,Prince Edward,N SS S Opioids,*,*
2017,51161,Roanoke County,All Drugs,22,23.47
2018,51199,York,All Drugs,6,8.84
2017,51073,Gloucester,Heroin,6,16.09
2016,51840,Winchester,Any Opioids,11,39.97
2017,51183,Sussex,N SS Opioids,0,0
2015,51683,Manassas City,Any Opioids,*,*
2016,51141,Patrick,N SS Opioids,*,*
2015,51135,Nottoway,N SS S Opioids,0,0
2016,51147,Prince Edward,S Opioids No Methadone,*,*
2017,51157,Rappahannock,Rx N SS Methadone,0,0
2015,51173,Smyth,Heroin,*,*
2018,51013,Arlington,Methadone,0,0
2018,51143,Pittsylvania,Rx N SS Methadone,*,*
2016,51091,Highland,Heroin,0,0
2017,51195,Wise,Methadone,0,0
2015,51670,Hopewell,All Drugs,*,*
2018,51730,Petersburg,All Drugs,9,28.51
2017,51083,Halifax,All Drugs,*,*
2015,51127,New Kent,Rx N SS Methadone,0,0
2018,51095,James City,Methadone,0,0
2015,51119,Middlesex,N SS S Opioids,0,0
2016,51053,Dinwiddie,N SS S Opioids,0,0
2016,51031,Campbell,Rx N SS Methadone,*,*
2017,51045,Craig,Heroin,0,0
2017,51199,York,Rx N SS Methadone,*,*
2017,51029,Buckingham,All Drugs,*,*
2015,51830,Williamsburg,N SS S Opioids,0,0
2018,51153,Prince William,All Drugs,53,11.32
2015,51091,Highland,Rx N SS Methadone,0,0
2017,51159,Richmond County,N SS Opioids,0,0
2015,51075,Goochland,N SS S Opioids,*,*
2016,51173,Smyth,Rx N SS Methadone,*,*
2015,51187,Warren,All Drugs,13,33.26
2018,51690,Martinsville,Methadone,0,0
2018,51610,Falls Church,S Opioids No Methadone,0,0
2015,51089,Henry,Any Opioids,6,11.56
2016,51141,Patrick,All Drugs,*,*
2015,51195,Wise,Heroin,*,*
2016,51095,James City,N SS Opioids,*,*
2017,51163,Rockbridge,All Drugs,*,*
2018,51199,York,N SS Opioids,*,*
2017,51173,Smyth,Methadone,0,0
2016,51600,Fairfax City,Any Opioids,*,*
2015,51089,Henry,S Opioids No Methadone,0,0
2016,51051,Dickenson,All Drugs,5,33.40
2017,51183,Sussex,All Drugs,*,*
2015,51139,Page,Methadone,*,*
2018,51143,Pittsylvania,N SS S Opioids,9,14.77
2017,51103,Lancaster,Any Opioids,*,*
2018,51840,Winchester,Heroin,*,*
2015,51115,Mathews,All Drugs,*,*
2016,51540,Charlottesville,N SS Opioids,0,0
2018,51019,Bedford,N SS S Opioids,*,*
2018,51590,Danville,Rx N SS Methadone,0,0
2017,51075,Goochland,All Drugs,*,*
2017,51770,Roanoke City,Methadone,*,*
2017,51185,Tazewell,Heroin,0,0
2017,51085,Hanover,Heroin,13,12.27
2015,51680,Lynchburg,All Drugs,6,7.52
2017,51001,Accomack,Methadone,0,0
2016,51510,Alexandria,Heroin,0,0
2018,51033,Caroline,Methadone,*,*
2017,51650,Hampton,N SS Opioids,*,*
2018,51570,Colonial Heights,All Drugs,9,50.47
2018,51095,James City,N SS S Opioids,*,*
2016,51091,Highland,S Opioids No Methadone,0,0
2015,51173,Smyth,S Opioids No Methadone,*,*
2017,51520,Bristol,N SS S Opioids,0,0
2017,51089,Henry,Methadone,*,*
2016,51053,Dinwiddie,Methadone,0,0
2017,51109,Louisa,N SS S Opioids,5,13.94
2015,51119,Middlesex,Methadone,0,0
2015,51053,Dinwiddie,N SS Opioids,*,*
2017,51171,Shenandoah,Rx N SS Methadone,*,*
2016,51119,Middlesex,N SS Opioids,*,*
2017,51775,Salem,N SS S Opioids,7,27.07
2015,51087,Henrico,N SS S Opioids,22,6.77
2016,51197,Wythe,Methadone,*,*
2017,51730,Petersburg,Any Opioids,11,34.65
2018,51031,Campbell,Any Opioids,5,9.10
2018,51133,Northumberland,Heroin,0,0
2018,51027,Buchanan,Heroin,*,*
2016,51101,King William,Any Opioids,5,30.61
2018,51061,Fauquier,N SS S Opioids,15,21.22
2016,51760,Richmond City,Heroin,30,13.44
2015,51081,Greensville,Any Opioids,0,0
2017,51139,Page,Any Opioids,*,*
2015,51530,Buena Vista City,N SS Opioids,0,0
2018,51023,Botetourt,S Opioids No Methadone,*,*
2016,51650,Hampton,N SS S Opioids,17,12.55
2018,51017,Bath,Heroin,0,0
2016,51700,Newport News,All Drugs,42,23.10
2018,51690,Martinsville,Rx N SS Methadone,*,*
2015,51735,Poquoson,Methadone,0,0
2018,51109,Louisa,Rx N SS Methadone,*,*
2018,51087,Henrico,N SS Opioids,5,1.52
2018,51720,Norton,Heroin,*,*
2016,51640,Galax,S Opioids No Methadone,0,0
2017,51600,Fairfax City,S Opioids No Methadone,6,24.90
2015,51061,Fauquier,N SS Opioids,*,*
2018,51520,Bristol,Rx N SS Methadone,*,*
2016,51137,Orange,Any Opioids,13,36.59
2016,51600,Fairfax City,N SS S Opioids,*,*
2018,51595,Emporia,S Opioids No Methadone,0,0
2017,51775,Salem,Any Opioids,7,27.07
2018,51061,Fauquier,Any Opioids,15,21.22
2018,51610,Falls Church,Rx N SS Methadone,*,*
2015,51085,Hanover,Rx N SS Methadone,*,*
2015,51820,Waynesboro,Heroin,0,0
2015,51185,Tazewell,Rx N SS Methadone,6,13.99
2015,51087,Henrico,Any Opioids,41,12.61
2017,51600,Fairfax City,Methadone,*,*
2018,51031,Campbell,N SS S Opioids,5,9.10
2018,51810,Virginia Beach,N SS Opioids,9,2.00
2018,51005,Alleghany,All Drugs,*,*
2015,51057,Essex,Heroin,0,0
2017,51091,Highland,N SS Opioids,0,0
2018,51121,Montgomery,N SS Opioids,*,*
2016,51036,Charles City,Methadone,0,0
2016,51181,Surry,Heroin,0,0
2015,51177,Spotsylvania,Rx N SS Methadone,6,4.59
2015,51678,Lexington,Rx N SS Methadone,0,0
2017,51113,Madison,Any Opioids,*,*
2016,51175,Southampton,Rx N SS Methadone,0,0
2015,51015,Augusta,Any Opioids,*,*
2016,51131,Northampton,Any Opioids,*,*
2017,51099,King George,All Drugs,11,41.77
2016,51115,Mathews,N SS Opioids,*,*
2016,51683,Manassas City,Rx N SS Methadone,*,*
2016,51029,Buckingham,N SS Opioids,0,0
2015,51125,Nelson,S Opioids No Methadone,0,0
2018,51183,Sussex,S Opioids No Methadone,*,*
2016,51047,Culpeper,Methadone,*,*
2015,51840,Winchester,Rx N SS Methadone,0,0
2015,51099,King George,Methadone,0,0
2015,51045,Craig,Methadone,0,0
2015,51081,Greensville,N SS S Opioids,0,0
2016,51013,Arlington,N SS Opioids,10,4.34
2017,51005,Alleghany,Rx N SS Methadone,0,0
2015,51027,Buchanan,S Opioids No Methadone,*,*
2016,51019,Bedford,Methadone,0,0
2017,51059,Fairfax,N SS Opioids,36,3.13
2017,51145,Powhatan,S Opioids No Methadone,6,20.98
2017,51181,Surry,Any Opioids,*,*
2015,51520,Bristol,All Drugs,*,*
2016,51113,Madison,Heroin,*,*
2016,51155,Pulaski,N SS Opioids,*,*
2018,51179,Stafford,Heroin,9,6.00
2015,51109,Louisa,All Drugs,5,14.45
2017,51127,New Kent,Methadone,*,*
2016,51005,Alleghany,All Drugs,5,32.06
2016,51810,Virginia Beach,N SS Opioids,21,4.63
2015,51199,York,Methadone,0,0
2015,51093,Isle of Wight,N SS S Opioids,0,0
2015,51690,Martinsville,N SS Opioids,0,0
2017,51149,Prince George,N SS Opioids,*,*
2017,51595,Emporia,Rx N SS Methadone,0,0
2018,51197,Wythe,N SS S Opioids,*,*
2016,51071,Giles,All Drugs,*,*
2016,51061,Fauquier,Methadone,0,0
2015,51095,James City,Rx N SS Methadone,5,6.84
2017,51167,Russell,All Drugs,5,18.48
2018,51191,Washington,Heroin,0,0
2016,51735,Poquoson,N SS Opioids,*,*
2017,51530,Buena Vista City,S Opioids No Methadone,0,0
2015,51013,Arlington,Any Opioids,17,7.42
2018,51163,Rockbridge,N SS S Opioids,0,0
2015,51065,Fluvanna,All Drugs,0,0
2018,51051,Dickenson,S Opioids No Methadone,*,*
2017,51750,Radford,N SS Opioids,0,0
2016,51530,Buena Vista City,N SS S Opioids,0,0
2016,51109,Louisa,All Drugs,5,14.19
2016,51520,Bristol,All Drugs,*,*
2015,51113,Madison,Heroin,*,*
2015,51155,Pulaski,N SS Opioids,0,0
2017,51015,Augusta,Heroin,*,*
2018,51005,Alleghany,Heroin,0,0
2018,51580,Covington,Any Opioids,0,0
2015,51083,Halifax,N SS Opioids,*,*
2015,51678,Lexington,S Opioids No Methadone,0,0
2016,51175,Southampton,S Opioids No Methadone,*,*
2017,51810,Virginia Beach,Heroin,26,5.77
2015,51177,Spotsylvania,S Opioids No Methadone,5,3.83
2018,51067,Franklin County,Any Opioids,13,23.13
2017,51175,Southampton,N SS S Opioids,0,0
2017,51670,Hopewell,N SS Opioids,*,*
2016,51057,Essex,All Drugs,*,*
2017,51125,Nelson,Rx N SS Methadone,*,*
2016,51710,Norfolk,Heroin,26,10.61
2015,51047,Culpeper,Any Opioids,12,24.28
2015,51183,Sussex,Rx N SS Methadone,0,0
2015,51760,Richmond City,Rx N SS Methadone,8,3.63
2018,51125,Nelson,Rx N SS Methadone,*,*
2016,51079,Greene,Heroin,0,0
2015,51580,Covington,S Opioids No Methadone,0,0
2015,51025,Brunswick,N SS S Opioids,*,*
2016,51187,Warren,Methadone,*,*
2016,51003,Albemarle,Any Opioids,*,*
2016,51750,Radford,S Opioids No Methadone,*,*
2016,51770,Roanoke City,S Opioids No Methadone,*,*
2018,51013,Arlington,Rx N SS Methadone,*,*
2018,51143,Pittsylvania,Methadone,0,0
2017,51770,Roanoke City,N SS S Opioids,34,34.06
2017,51107,Loudoun,Rx N SS Methadone,6,1.51
2018,51001,Accomack,N SS S Opioids,*,*
2016,51179,Stafford,All Drugs,27,18.70
2017,51033,Caroline,N SS S Opioids,7,22.98
2018,51009,Amherst,Rx N SS Methadone,0,0
2018,51113,Madison,All Drugs,*,*
2018,51021,Bland,Rx N SS Methadone,0,0
2016,51177,Spotsylvania,S Opioids No Methadone,15,11.36
2016,51083,Halifax,N SS Opioids,*,*
2017,51678,Lexington,N SS S Opioids,0,0
2018,51077,Grayson,N SS S Opioids,0,0
2017,51690,Martinsville,Heroin,*,*
2015,51057,Essex,All Drugs,*,*
2018,51165,Rockingham,Any Opioids,*,*
2015,51175,Southampton,S Opioids No Methadone,0,0
2017,51177,Spotsylvania,N SS S Opioids,18,13.53
2016,51678,Lexington,S Opioids No Methadone,0,0
2015,51015,Augusta,Rx N SS Methadone,*,*
2017,51009,Amherst,All Drugs,*,*
2015,51007,Amelia,N SS Opioids,0,0
2017,51021,Bland,All Drugs,*,*
2015,51121,Montgomery,N SS S Opioids,*,*
2018,51107,Loudoun,All Drugs,28,6.88
2017,51105,Lee,N SS S Opioids,5,21.05
2017,51113,Madison,Rx N SS Methadone,*,*
2016,51790,Staunton,Rx N SS Methadone,*,*
2018,51149,Prince George,Heroin,*,*
2017,51077,Grayson,Any Opioids,0,0
2017,51161,Roanoke County,Methadone,*,*
2018,51067,Franklin County,N SS S Opioids,11,19.57
2017,51131,Northampton,Rx N SS Methadone,*,*
2017,51191,Washington,N SS Opioids,*,*
2016,51065,Fluvanna,Any Opioids,*,*
2015,51071,Giles,Heroin,0,0
2017,51175,Southampton,Any Opioids,0,0
2015,51117,Mecklenburg,Rx N SS Methadone,*,*
2015,51193,Westmoreland,Rx N SS Methadone,0,0
2018,51660,Harrisonburg,Rx N SS Methadone,0,0
2018,51099,King George,N SS Opioids,*,*
2018,51760,Richmond City,Any Opioids,67,29.29
2017,51121,Montgomery,All Drugs,12,12.18
2015,51197,Wythe,All Drugs,8,27.47
2015,51520,Bristol,Heroin,0,0
2015,51720,Norton,Rx N SS Methadone,*,*
2018,51003,Albemarle,Any Opioids,6,5.52
2016,51009,Amherst,Rx N SS Methadone,*,*
2016,51001,Accomack,N SS S Opioids,*,*
2015,51685,Manassas Park,Methadone,0,0
2018,51179,Stafford,All Drugs,22,14.67
2016,51113,Madison,All Drugs,*,*
2016,51143,Pittsylvania,Methadone,*,*
2015,51017,Bath,Rx N SS Methadone,0,0
2016,51013,Arlington,Rx N SS Methadone,10,4.34
2016,51021,Bland,Rx N SS Methadone,0,0
2018,51770,Roanoke City,S Opioids No Methadone,27,27.02
2017,51810,Virginia Beach,All Drugs,74,16.43
2015,51109,Louisa,Heroin,0,0
2017,51005,Alleghany,N SS Opioids,0,0
2018,51750,Radford,S Opioids No Methadone,0,0
2018,51019,Bedford,N SS Opioids,0,0
2016,51149,Prince George,All Drugs,5,13.21
2017,51770,Roanoke City,Any Opioids,38,38.06
2017,51103,Lancaster,Methadone,0,0
2017,51079,Greene,All Drugs,*,*
2016,51195,Wise,Rx N SS Methadone,*,*
2018,51710,Norfolk,All Drugs,46,18.85
2015,51163,Rockbridge,Rx N SS Methadone,*,*
2017,51003,Albemarle,S Opioids No Methadone,*,*
2016,51003,Albemarle,N SS S Opioids,*,*
2016,51013,Arlington,Heroin,5,2.17
2017,51169,Scott,N SS S Opioids,0,0
2017,51099,King George,S Opioids No Methadone,6,22.78
2017,51063,Floyd,N SS S Opioids,*,*
2015,51187,Warren,N SS Opioids,*,*
2016,51099,King George,N SS S Opioids,5,19.23
2017,51091,Highland,Methadone,0,0
2016,51195,Wise,Heroin,*,*
2017,51149,Prince George,Rx N SS Methadone,*,*
2017,51660,Harrisonburg,Heroin,*,*
2016,51089,Henry,S Opioids No Methadone,*,*
2015,51600,Fairfax City,Any Opioids,*,*
2018,51131,Northampton,Heroin,0,0
2015,51141,Patrick,All Drugs,5,27.71
2015,51095,James City,N SS Opioids,*,*
2015,51051,Dickenson,All Drugs,6,39.70
2015,51021,Bland,S Opioids No Methadone,*,*
2015,51049,Cumberland,Heroin,*,*
2015,51139,Page,N SS Opioids,0,0
2016,51720,Norton,S Opioids No Methadone,*,*
2015,51097,King and Queen,Heroin,0,0
2016,51017,Bath,S Opioids No Methadone,0,0
2015,51009,Amherst,S Opioids No Methadone,0,0
2018,51640,Galax,Heroin,0,0
2018,51043,Clarke,All Drugs,*,*
2017,51023,Botetourt,Methadone,0,0
2018,51025,Brunswick,Rx N SS Methadone,0,0
2015,51077,Grayson,Heroin,0,0
2016,51167,Russell,Any Opioids,6,21.92
2018,51155,Pulaski,S Opioids No Methadone,*,*
2018,51169,Scott,Rx N SS Methadone,*,*
2018,51063,Floyd,Rx N SS Methadone,0,0
2017,51023,Botetourt,Heroin,*,*
2018,51760,Richmond City,N SS S Opioids,55,24.04
2015,51097,King and Queen,Methadone,0,0
2015,51049,Cumberland,Methadone,0,0
2017,51071,Giles,Any Opioids,5,29.70
2018,51600,Fairfax City,S Opioids No Methadone,*,*
2017,51690,Martinsville,Rx N SS Methadone,*,*
2017,51017,Bath,Heroin,0,0
2015,51775,Salem,N SS Opioids,*,*
2017,51720,Norton,Heroin,0,0
2017,51520,Bristol,Rx N SS Methadone,0,0
2017,51087,Henrico,N SS Opioids,8,2.44
2015,51013,Arlington,All Drugs,18,7.85
2017,51109,Louisa,Rx N SS Methadone,*,*
2015,51730,Petersburg,Methadone,0,0
2016,51197,Wythe,N SS Opioids,*,*
2015,51089,Henry,Rx N SS Methadone,*,*
2018,51735,Poquoson,N SS S Opioids,0,0
2015,51111,Lunenburg,Any Opioids,*,*
2018,51570,Colonial Heights,Rx N SS Methadone,*,*
2016,51173,Smyth,Any Opioids,*,*
2018,51075,Goochland,N SS Opioids,0,0
2015,51091,Highland,Any Opioids,*,*
2015,51093,Isle of Wight,Methadone,0,0
2015,51680,Lynchburg,Rx N SS Methadone,*,*
2018,51590,Danville,S Opioids No Methadone,*,*
2016,51081,Greensville,Any Opioids,0,0
2016,51530,Buena Vista City,N SS Opioids,0,0
2015,51760,Richmond City,Heroin,29,13.16
2018,51790,Staunton,All Drugs,*,*
2018,51163,Rockbridge,N SS Opioids,0,0
2015,51650,Hampton,N SS S Opioids,9,6.60
2017,51700,Newport News,Heroin,15,8.36
2017,51550,Chesapeake,N SS S Opioids,26,10.82
2016,51550,Chesapeake,S Opioids No Methadone,31,13.03
2016,51800,Suffolk,N SS S Opioids,5,5.60
2018,51187,Warren,N SS Opioids,*,*
2018,51001,Accomack,Methadone,0,0
2016,51540,Charlottesville,Rx N SS Methadone,0,0
2018,51650,Hampton,N SS Opioids,0,0
2017,51570,Colonial Heights,All Drugs,8,44.87
2017,51033,Caroline,Methadone,0,0
2017,51085,Hanover,Methadone,0,0
2017,51149,Prince George,S Opioids No Methadone,5,13.22
2015,51165,Rockingham,Heroin,0,0
2018,51171,Shenandoah,Methadone,*,*
2016,51067,Franklin County,Heroin,*,*
2015,51169,Scott,All Drugs,*,*
2017,51185,Tazewell,Methadone,*,*
2016,51003,Albemarle,All Drugs,5,4.68
2016,51149,Prince George,N SS S Opioids,*,*
2015,51063,Floyd,All Drugs,*,*
2015,51139,Page,Heroin,0,0
2018,51640,Galax,N SS Opioids,0,0
2016,51087,Henrico,S Opioids No Methadone,25,7.66
2018,51685,Manassas Park,N SS S Opioids,0,0
2016,51115,Mathews,All Drugs,*,*
2018,51153,Prince William,S Opioids No Methadone,37,7.91
2018,51683,Manassas City,Heroin,*,*
2016,51139,Page,Methadone,*,*
2018,51610,Falls Church,All Drugs,*,*
2015,51540,Charlottesville,N SS Opioids,0,0
2018,51045,Craig,N SS S Opioids,0,0
2018,51520,Bristol,S Opioids No Methadone,*,*
2015,51053,Dinwiddie,Rx N SS Methadone,*,*
2017,51137,Orange,Methadone,0,0
2015,51750,Radford,Heroin,0,0
2018,51037,Charlotte,Heroin,*,*
2015,51111,Lunenburg,N SS S Opioids,0,0
2016,51640,Galax,Rx N SS Methadone,0,0
2016,51119,Middlesex,Rx N SS Methadone,*,*
2017,51171,Shenandoah,N SS Opioids,*,*
2018,51109,Louisa,S Opioids No Methadone,*,*
2018,51121,Montgomery,N SS S Opioids,7,7.07
2018,51015,Augusta,Rx N SS Methadone,5,6.63
2018,51007,Amelia,N SS Opioids,*,*
2016,51830,Williamsburg,Methadone,0,0
2015,51107,Loudoun,All Drugs,23,6.12
2017,51043,Clarke,S Opioids No Methadone,*,*
2017,51199,York,Heroin,*,*
2018,51011,Appomattox,All Drugs,*,*
2017,51045,Craig,Rx N SS Methadone,0,0
2015,51127,New Kent,Heroin,*,*
2016,51027,Buchanan,Any Opioids,*,*
2017,51111,Lunenburg,All Drugs,0,0
2016,51031,Campbell,Heroin,0,0
2018,51710,Norfolk,S Opioids No Methadone,27,11.06
2015,51105,Lee,Methadone,0,0
2018,51840,Winchester,All Drugs,*,*
2015,51670,Hopewell,Any Opioids,*,*
2017,51079,Greene,S Opioids No Methadone,*,*
2017,51083,Halifax,Any Opioids,*,*
2017,51075,Goochland,Heroin,*,*
2016,51820,Waynesboro,Rx N SS Methadone,0,0
2018,51810,Virginia Beach,S Opioids No Methadone,28,6.22
2016,51149,Prince George,Any Opioids,*,*
2017,51595,Emporia,N SS S Opioids,0,0
2017,51031,Campbell,S Opioids No Methadone,*,*
2017,51770,Roanoke City,All Drugs,48,48.08
2016,51199,York,S Opioids No Methadone,*,*
2017,51075,Goochland,Methadone,0,0
2018,51197,Wythe,Rx N SS Methadone,*,*
2018,51650,Hampton,Heroin,12,8.93
2015,51103,Lancaster,S Opioids No Methadone,0,0
2015,51003,Albemarle,Methadone,*,*
2017,51019,Bedford,Any Opioids,12,15.39
2018,51630,Fredericksburg,All Drugs,10,34.31
2015,51027,Buchanan,Rx N SS Methadone,6,26.34
2018,51685,Manassas Park,Any Opioids,0,0
2016,51143,Pittsylvania,N SS S Opioids,*,*
2016,51019,Bedford,N SS S Opioids,*,*
2016,51590,Danville,Rx N SS Methadone,*,*
2016,51840,Winchester,Heroin,*,*
2015,51683,Manassas City,Heroin,0,0
2017,51143,Pittsylvania,S Opioids No Methadone,*,*
2017,51073,Gloucester,Any Opioids,8,21.45
2015,51153,Prince William,S Opioids No Methadone,8,1.77
2015,51610,Falls Church,All Drugs,0,0
2015,51685,Manassas Park,N SS S Opioids,0,0
2015,51045,Craig,N SS S Opioids,0,0
